Collection Title,"Charles S. Peirce papers, 1787-1951"
Collection Dates,1787-1951 (inclusive)
Collection Creator,"Peirce, Charles S. (Charles Sanders), 1839-1914"
Call Number,MS Am 1632
EAD ID,hou02614
Database Number,Component Title,Component Date,Start Year,End Year,Component Identifier,Container Info,Component Type,Component Creator,Digital Content Link,Access Note,Physical Description,Level 1,Level 2,Level 3,Level 4,Level 5
hou02614c00183,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Exercises in Arithmetic   : autograph manuscript  notebook, undated",1787-1951,1787,1951,"MS Am 1632, (175)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00184,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Elementary Arithmetic]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (176)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00185,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Practice of Vulgar Arithmetic   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (177)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00186,"Peirce, Charles S. (Charles Sanders), 1839-1914.  C. S. Peirce's Vulgar Arithmetic: Its Chief Features   : autograph manuscript notebook, circa 1890",1787-1951,1787,1951,"MS Am 1632, (178)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00022,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic of Quantity (Logic of Quantity)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (20)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00187,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Peirce's Primary Arithmetic Upon the Psychological Method   : autograph manuscript, circa 1893",1787-1951,1787,1951,"MS Am 1632, (179)",Box 10,Unspecified,"","","",4 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00188,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Plan of the Primary Arithmetic   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (180)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00189,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Primary Arithmetic   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (181)",Box 10,Unspecified,"","","",3 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00190,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Primary Arithmetic. Suggestions to Teachers   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (182)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00191,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Mugling Arithmetic   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (183)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00192,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [On Counting]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (184)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00193,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Chapter IV. Addition   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (185)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00194,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Familiar Letters about the Art of Reasoning   : autograph manuscript, May 15, 1890",1787-1951,1787,1951,"MS Am 1632, (186)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00195,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Assorted Notes for an Elementary Arithmetic]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (187)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00196,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Introduction to Practical Arithmetic]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (188)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00005,"Peirce, Charles S. (Charles Sanders), 1839-1914.  On Dyadics: the Simplest Possible Mathematics (D)   : autograph manuscript, circa 1903",1787-1951,1787,1951,"MS Am 1632, (3)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c02475,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Logic of Quantity (Logic of Quantity)  : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (20s)",Box 1,Item,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00197,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Lydia's Peirce's Primary Arithmetic   : autograph manuscript notebook, circa 1904-1905",1787-1951,1787,1951,"MS Am 1632, (189)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00198,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Notes on Square Roots, Long Division, Addition, Cyclic Numeration]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (190)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00199,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Balance and Scales]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (191)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00200,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Miscellaneous topics in trigonometry.]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (192)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00201,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Syllabus of the Elements of Trigonometry   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (193)",Box 10,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00202,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragments on Trigonometry]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (194)",Box 11,Unspecified,"","","",7 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00203,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Trigonometry   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (195)",Box 11,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00204,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Sketch of a Proposed Treatise on Trigonometry   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (196)",Box 11,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00205,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Elements of Geometry   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (197)",Box 11,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00206,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Geometry Exercises]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (198)",Box 11,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00023,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Memoire sur la Logique de la Quantite. Deuxieme Partie   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (21)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00207,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Third Curiosity (MM/D)   : autograph manuscript, circa 1907",1787-1951,1787,1951,"MS Am 1632, (199)",Box 11,Unspecified,"","","",8 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00208,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Fourth Curiosity (MM/E)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (200)",Box 11,Unspecified,"","","",4 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00209,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Contribution to the Amazes of Mathematics (MM)   : autograph manuscript, circa 1908",1787-1951,1787,1951,"MS Am 1632, (201)",Box 11,Unspecified,"","","",3 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00210,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Some Amazements of Mathematics (Cu)   : autograph manuscript, circa 1908",1787-1951,1787,1951,"MS Am 1632, (202)",Box 11,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00211,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Addition (Add)   : autograph manuscript, May 24, 1908",1787-1951,1787,1951,"MS Am 1632, (203)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00212,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Supplement (A)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (204)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00213,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Recreations in Reasoning (RR)   : autograph manuscript",1787-1951,1787,1951,"MS Am 1632, (205)",Box 12,Unspecified,"","","",5 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00214,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Recreative Exercises in Reasoning (R)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (206)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00215,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Recreations in Reasoning (R)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (207)",Box 12,Unspecified,"","","",3 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00216,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Recreations of Reasoning (RR)   : autograph manuscript, circa 1897",1787-1951,1787,1951,"MS Am 1632, (208)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00024,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Systems of Quantity   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (22)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00217,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Knotty Points in the Doctrine of Chances   : autograph manuscript, circa 1899",1787-1951,1787,1951,"MS Am 1632, (209)",Box 12,Unspecified,"","","",2 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00218,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Corner for Pythagoreans. Mathematical Recreations No. 1 by Pico di Sablonieri (pseudonym)   : autograph manuscript, circa 1895",1787-1951,1787,1951,"MS Am 1632, (210)",Box 12,Unspecified,"","","",2 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00219,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Brief Preliminary and Hasty Syllabus of a book to be entitled Calculations of Chances   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (211)",Box 12,Unspecified,"","","",4 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00220,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Trade Secret (Trade Secret)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (212)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00221,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes of a Computer   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (213)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00222,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Note on o(inf)   : typescript, undated",1787-1951,1787,1951,"MS Am 1632, (214)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00223,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Integer Negative Powers of 2   : autograph manuscript, Oct. 8, 1911",1787-1951,1787,1951,"MS Am 1632, (215)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00224,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Practical Comments on Namur's Tables of Logarithms   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (216)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00225,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Calc. of Nat. Log. 10   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (217)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00226,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Short Table of Reciprocals   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (218)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00025,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Logic of Number]   : typescript, undated",1787-1951,1787,1951,"MS Am 1632, (23)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00227,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Computation of the excess of 5/10 over 1   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (219)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00228,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Calculation of the fractional part of 5/10   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (220)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00229,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Hints toward the invention of a Scale-Table   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (221)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00230,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Dedekind's Dirichlet #23   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (222)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00231,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Gibb's Papers. Vol. II. p. 30   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (223)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00232,"Peirce, Charles S. (Charles Sanders), 1839-1914.  All Pure Quantity merely ordinal   : autograph manuscript notebook, August 16, 1908",1787-1951,1787,1951,"MS Am 1632, (224)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00233,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Memoranda of How to Do Things   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (225)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00234,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Note to p. 378 of [Benjamin] Peirce's Analytic Mechanics   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (226)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00235,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Theorems of Numbers   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (227)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00236,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Notes   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (228)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00026,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Theory of Multitude (Multitude)   : autograph manuscript, circa 1903",1787-1951,1787,1951,"MS Am 1632, (24)",Box 1,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00237,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Logic of Number] (Lefevre)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (229)",Box 12,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00238,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Analytic Geometry]   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (230)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00239,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Studies of Laws of Frequency of Occurrence of Numbers   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (231)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00240,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Note on the Mouse Trap Problem   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (232)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00241,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Gauss's Rule for Easter improved   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (233)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00242,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Arithmetical Calculations]   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (234)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00243,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fragment on Quantity]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (235)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00244,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Fermat's Theorem]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (236)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00245,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Formulae for Repeated Differentiations (Repeated Differentiations)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (237)",Box 13,Unspecified,"","","",1 folder.,I. Manuscripts,A. Mathematics,"","",""
hou02614c00246,"Peirce, Charles S. (Charles Sanders), 1839-1914.  An Apology for the Method of Infinitesimals (Apology)   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (238)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00027,"Peirce, Charles S. (Charles Sanders), 1839-1914.  Multitude and Number (Multitude)   : autograph manuscript, 1897",1787-1951,1787,1951,"MS Am 1632, (25)",Box 1,Unspecified,"","","",8 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00247,Infinitesimals   : corrected proofs,1787-1951,1787,1951,"MS Am 1632, (239)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00248,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Mathematical Suggestion   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (240)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00249,"Peirce, Charles S. (Charles Sanders), 1839-1914.  On the Conversion of Quantity  : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (240a)",Box 13,Unspecified,"","","","",I. Manuscripts,A. Mathematics,"","",""
hou02614c00250,"Peirce, Charles S. (Charles Sanders), 1839-1914.  A Mathematical Discussion   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (241)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00251,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [Computation of Ordinates for Points on a Probability Curve]   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (242)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00252,"Peirce, Charles S. (Charles Sanders), 1839-1914.  The Theta Function of Probabilities   : autograph manuscript, undated",1787-1951,1787,1951,"MS Am 1632, (243)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
hou02614c00253,"Peirce, Charles S. (Charles Sanders), 1839-1914.  [A Problem in Probabilities]   : autograph manuscript notebook, undated",1787-1951,1787,1951,"MS Am 1632, (244)",Box 13,Unspecified,"","","",1 folder,I. Manuscripts,A. Mathematics,"","",""
